Image,Name,Description,Price,Rating,Reviews,Brand,Brand Logo,SKU,Category,Sub-category
image_03_small.jpg,Enjoi Funnel L/S Woven Shirt,Maybe you need to funnel some of your petty cash into a wardrobe upgrade. Start the reconstruction off right by grabbing this rad Enjoi shirt. ,52,,,Enjoi,enjoi.jpg,7988576,Clothing,Shirts &amp; Tops
image_04_small.jpg,Vans Montrose L/S Woven,Put your wardrobe on a whole other level with the addition of the Montrose L/S Woven from Vans®.,55,,,Vans,vans.jpg,7991360,Clothing,Shirts &amp; Tops
image_05_small.jpg,Nike Hustle Sleeveless,Crash the boards and take it to the hole in this sleeveless basketball tee from Nike.,28,,,Nike,nike.jpg,7757409,Clothing,Shirts &amp; Tops,	{
image_06_small.jpg,Joie Rancher Silk Top,There are no cowboys ranches or ropes in this picture. Just the simplistic style of sophisticated design in this Joie Rancher Silk Top,158,,,Joie,joie.jpg,8026099,Clothing,Shirts &amp; Tops
image_07_small.jpg,Three Dots 1x1 Cotton Modal Cowl Neck,Soft cotton Modal fabric blend in a 1x1 rib offers luxurious lasting wear.,54,5,13,Three Dots,threedots.jpg,7563420,Clothing,Shirts &amp; Tops
image_08_small.jpg,Lacoste S/S 2 Button Stretch Pique Polo,Take your look to dazzling new heights by sporting this fabulous polo from Lacoste®.,89,,,Lacoste,lacoste.jpg,7954318,Clothing,Shirts &amp; Tops
image_09_small.jpg,Adidas adizero Tank,Form and function gracefully collide in the adizero Tank.,50,,,Adidas,adidas.jpg,7977518,Clothing,Shirts &amp; Tops
